"","date","avg_sent"
"1",2018-05-07,0.0425262560925609
"2",2018-05-12,0.126026974418992
"3",2018-05-15,0.194947436674794
"4",2018-07-31,0.283102196884876
"5",2018-08-02,0.294709154761834
"6",2018-08-03,0.318149865864882
"7",2018-08-04,0.441807498512239
"8",2018-08-05,0.326001005748151
"9",2018-08-06,0.307243216728128
"10",2018-08-07,0.429526050734258
"11",2018-08-08,0.211545706050168
"12",2018-08-09,0.566488126999634
"13",2018-08-10,0.343060338507233
"14",2018-08-11,0.229765155838197
"15",2018-08-12,0.374404698154636
"16",2018-08-13,0.153749914113705
"17",2018-08-14,0.275823613060077
"18",2018-08-15,0.317019517716526
"19",2018-08-16,0.190668307480427
"20",2018-08-17,0.139526988205915
"21",2018-08-18,0.190692366929447
"22",2018-08-19,0.194965300908283
"23",2018-08-20,0.24473041346502
"24",2018-08-21,0.114070320214497
"25",2018-08-22,0.280532570514398
"26",2018-08-23,0.56937803723639
"27",2018-08-24,0.234839818335695
"28",2018-08-25,0.0373228194839438
"29",2018-08-26,0.157154004116915
"30",2018-08-27,0.392638192741807
"31",2018-08-28,0.171191550451464
"32",2018-08-29,0.496912003141315
"33",2018-08-30,0.281968990132655
"34",2018-08-31,0.241065593108318
"35",2018-09-01,0.226750805342621
"36",2018-09-02,0.237504793629448
"37",2018-09-03,0.259647565118278
"38",2018-09-04,0.19787529232434
"39",2018-09-05,0.295650882520599
"40",2018-09-06,0.377920363794051
"41",2018-09-07,0.214098186574004
"42",2018-09-08,0.130144279714009
"43",2018-09-09,0.302771764572457
"44",2018-09-10,0.282539851232696
"45",2018-09-11,0.167818270251357
"46",2018-09-12,0.297087368666218
"47",2018-09-13,0.267067199677419
"48",2018-09-14,0.351320522199039
"49",2018-09-15,0.249322489310655
"50",2018-09-16,0.348782766409375
"51",2018-09-17,0.169047791209138
"52",2018-09-18,0.198681412216345
"53",2018-09-19,0.240358297635914
"54",2018-09-20,0.415354508948751
"55",2018-09-21,0.240109226850865
"56",2018-09-22,0.358624538284542
"57",2018-09-23,0.200858801372061
"58",2018-09-24,0.23575740821235
"59",2018-09-25,0.337287241900776
"60",2018-09-26,0.353439761751635
"61",2018-09-27,0.300180462218151
"62",2018-09-28,0.35337357381518
