"","X1","X2","word","col","term_count","doc_count","count","avg_sentiment","sum_sentiment","sd_sentiment"
"1",0.547115393068037,0.665361629188267,"2","#FF00DDFF",20,20,29,0.0797125532988003,2.31166404566521,0.237116864391649
"2",-2.2636661775981,-0.133686427540062,"put","#FF00DBFF",21,21,22,0.0768465502971861,1.69062410653809,0.153474283050098
"3",-0.0462616294214082,-2.46983527951475,"excellent","#FF00D8FF",21,21,23,0.534328481231074,12.2895550683147,0.274702100769388
"4",-0.296367215021118,4.52300390333325,"recommend","#FF00D6FF",21,21,23,0.193948788644865,4.46082213883189,0.203517681478977
"5",2.10638541734302,0.130349205436832,"willem","#FF00D2FF",21,20,21,0.123684916687132,2.59738325042976,0.140228893354994
"6",-2.81436177405045,-1.06421591542653,"theater","#FF00D0FF",21,20,23,0.162811270768171,3.74465922766792,0.157036826620287
"7",-2.38212859390341,-1.76154207995203,"saw","#FF00CCFF",22,22,24,0.151996974592649,3.64792739022359,0.160325575615275
"9",-3.31576416209934,-2.70247940651638,"enjoy","#FF00C8FF",22,21,26,0.180600730172003,4.69561898447208,0.244415986085797
"10",-0.677317698044632,1.17314514510392,"dolph","#FF00C5FF",22,21,23,0.0690216387927753,1.58749769223383,0.131113530596252
"11",-2.40544392350449,-0.993586140198587,"line","#FF00C3FF",22,20,26,0.171215769221399,4.45160999975637,0.258754939232918
"12",-2.77576379544297,0.836299841767412,"wait","#FF00C1FF",23,23,28,0.119685484691577,3.35119357136415,0.128744662612215
"13",-3.03380560972997,-1.73272200874883,"need","#FF00BFFF",23,20,23,0.0880203456424242,2.02446794977576,0.135820993767191
"14",-1.88642035281304,1.12996213880317,"nothing","#FF00BEFF",23,23,23,0.0718879924658264,1.65342382671401,0.138846210670064
"15",-3.03154069951028,-1.09809793144095,"entire","#FF00BCFF",23,20,23,0.0334430953463844,0.769191192966842,0.18158189515826
"16",-1.62379369261195,-1.37778483708981,"humor","#FF00BAFF",23,22,23,0.253557740654308,5.83182803504909,0.191207431532938
"17",2.46251206329136,-0.658552861944707,"give","#FF00B8FF",23,22,23,0.0392034451995055,0.901679239588627,0.160054963306817
"18",0.242833839114472,-1.98039252211576,"visually","#FF00B7FF",23,23,23,0.270116894533908,6.21268857427989,0.217089468500899
"19",0.0047527828003846,-2.19914024189027,"family","#FF00B6FF",23,20,25,0.248198374606788,6.20495936516969,0.226173518372286
"20",-3.9243428713195,-1.50199364702382,"digital","#FF00B5FF",23,20,23,0.057804176261293,1.32949605400974,0.196920353496865
"21",-3.46302772582173,0.675110756687145,"dvd","#FF00B4FF",24,22,27,0.0446753860111488,1.20623542230102,0.319218503402893
"22",2.22603865490156,2.74940692220557,"dafoe","#FF00B3FF",24,23,24,0.120948396802604,2.90276152326249,0.137692963719289
"23",-2.64130653381387,-0.610091377448159,"overall","#FF00B2FF",24,21,25,0.224526946205048,5.6131736551262,0.310216022211591
"24",-1.2099229221972,-0.142467915552659,"perfect","#FF00B1FF",24,22,24,0.360925246984618,8.66220592763084,0.319212495568659
"25",-1.46239683598432,-0.519157303591963,"visuals","#FF00B1FF",24,23,24,0.232988384244106,5.59172122185853,0.190831657570402
"26",-1.86562831706318,-0.593919123835368,"dialogue","#FF00AFFF",24,22,24,-0.0195673260345077,-0.469615824828185,0.29545979158909
"27",2.46397765613254,0.321266835595042,"us","#FF00AEFF",24,23,24,0.100304717159712,2.40731321183308,0.16872898227993
