"","X1","X2","X3","word","col","term_count","doc_count","count","avg_sentiment","sum_sentiment","sd_sentiment"
"208",-11.2089277083422,2.14952001254562,-1.95923271624533,"well","#FF0020FF",98,90,105,0.24825977891158,26.0672767857159,0.348559920056175
"209",-9.2996930471313,4.58935207651721,-1.27402921276798,"will","#FF001FFF",99,84,99,0.121221037591027,12.0008827215117,0.21001558511557
"210",-14.7731578602948,1.8210437682244,-0.17869771499086,"awesome","#FF001EFF",103,96,127,0.377378358285646,47.927051502277,0.233001855413309
"211",-10.3404935653456,3.36193238182244,-1.59191298480635,"dont","#FF001DFF",107,94,10,0.0770669542887928,0.770669542887928,0.205785510717717
"212",-10.8597003842081,-0.137087189432456,-1.66715735095272,"brock","#FF001CFF",108,59,121,0.132314891122131,16.0101018257778,0.180131536948809
"213",-12.5332577090924,5.90156410208476,-2.55749067053275,"enjoyed","#FF001BFF",112,111,116,0.420819057204564,48.8150106357295,0.269506105786356
"214",-11.635341352213,0.21154270706909,1.30887972768552,"funny","#FF001AFF",113,113,129,0.45344251491291,58.4940844237654,0.2876372076903
"215",-11.8093212010664,1.23150151030618,-2.47918651036653,"much","#FF0019FF",125,107,129,0.203098833018088,26.1997494593334,0.248766900498466
"216",-11.4872405993229,2.08842790333655,-3.9407570291263,"time","#FF0018FF",129,102,144,0.132290680794755,19.0498580344447,0.228256745562466
"217",-14.8354732121008,-1.09553457095183,2.19863012962077,"better","#FF0017FF",131,123,145,0.231791776274233,33.6098075597637,0.262144974668398
"218",-4.25832437589002,5.04880154663958,-4.07768423178386,"movies","#FF0016FF",132,106,143,0.162741090223519,23.2719759019633,0.217882391332134
"220",-11.4223105857759,0.300723395727014,-1.52294132975405,"character","#FF0014FF",151,111,153,0.121825654860407,18.6393251936423,0.217751247099169
"221",-12.3325172726991,0.139117901984196,0.461536820300732,"fun","#FF0013FF",155,133,168,0.311535975317952,52.3380438534159,0.285659718057512
"222",-11.9029676531097,0.661699734325086,-1.15595973488004,"bad","#FF0013FF",159,116,174,-0.00427941510042913,-0.744618227474669,0.259210156387017
"223",-13.3607224908269,4.7599168585048,-2.46086007043333,"loved","#FF0012FF",162,151,166,0.290573578455338,48.2352140235861,0.170207546577518
"224",-10.881935012097,2.69194942323587,1.01543365566662,"watch","#FF0011FF",166,149,189,0.178263836148884,33.6918650321391,0.218821796912998
"225",-11.8602330254066,-0.74022552472893,-1.49713053830364,"story","#FF0010FF",167,133,178,0.183420417474518,32.6488343104642,0.253298649130692
"226",-10.2375737530867,1.76986862154128,-2.03283410838738,"film","#FF000FFF",176,105,190,0.122463002024097,23.2679703845784,0.211948198766033
"227",-10.2840272997465,3.58917852623838,-4.91279031692685,"one","#FF000EFF",178,131,197,0.141193508315741,27.815121138201,0.234917538998084
"228",-10.9142618759046,-0.167631866342494,-1.71212975888672,"eddie","#FF000DFF",179,103,181,0.152853939049777,27.6665629680096,0.173950702445411
"229",-10.7468287355993,1.80144298340559,-3.98705393980467,"marvel","#FF000CFF",183,154,192,0.164937496337646,31.667999296828,0.21212553620771
"230",-13.4583768874662,4.66697852686561,-2.47213565405837,"love","#FF000BFF",184,166,188,0.309863590454162,58.2543550053825,0.268100381727598
"231",-12.7624790306982,-1.22465485478605,-0.877282666404327,"action","#FF000AFF",187,178,213,0.320137949082031,68.1893831544727,0.260054599035837
"232",-9.95380180282659,2.1834959122201,-0.414723546727455,"really","#FF0009FF",199,160,200,0.255094268002393,51.0188536004785,0.380266170776809
"233",-10.3944819840393,2.60272980819568,-1.37239759407849,"just","#FF0008FF",246,194,248,0.0785783907900155,19.4874409159238,0.21114070307906
"234",-13.5765068945478,2.30730037614306,-2.13018542001204,"hardy","#FF0007FF",276,243,290,0.220151680286192,63.8439872829956,0.262833780242024
"235",-11.8935452752171,2.89848634245043,0.141182419075609,"like","#FF0006FF",280,202,285,0.112532582022029,32.0717858762782,0.210543899441397
"236",-13.4479015516831,2.38696818931575,-2.09310323519498,"tom","#FF0006FF",281,250,285,0.231799104986022,66.0627449210163,0.258412482215675
"238",-12.2710974508338,0.566314317530816,-0.681983251252419,"good","#FF0004FF",461,377,500,0.374070764550766,187.035382275383,0.342083425877784
"239",-12.5359446795504,0.740196152866782,-0.637587236263481,"great","#FF0003FF",462,414,490,0.325092478700388,159.29531456319,0.276024578529958
"240",-10.6434061528316,1.68297204412125,-1.47372706383055,"venom","#FF0002FF",582,322,640,0.151165969428239,96.7462204340728,0.202545631290522
"241",-10.7362776150148,2.05574700389052,-1.43803195349619,"movie","#FF0001FF",1140,778,1535,0.243989460396955,374.523821709326,0.274747724331658
