"","date","avg_sent"
"1",2015-09-08,0.0505619585590953
"2",2015-09-10,0.116149873415742
"3",2015-09-12,0.0223658564893412
"4",2015-09-13,0.224770797393359
"5",2015-09-14,0.289843449513298
"6",2015-09-15,0.261570658923617
"7",2015-09-16,0.308168513852119
"8",2015-09-18,0.00264155905535462
"9",2015-09-25,0.333333071838841
"10",2015-09-26,0.30469351369706
"11",2015-09-27,0.429452668942708
"12",2015-09-28,0.238699796735848
"13",2015-09-29,0.0791241452319315
"14",2015-10-02,-0.0883883476483184
"15",2015-10-03,0.029619337700761
"16",2015-10-04,0.230986750384221
"17",2015-10-05,0.199041903929822
"18",2015-10-06,0.311425482234353
"19",2015-10-07,0.18566227937625
"20",2015-10-08,0.367560204546916
"21",2015-10-09,0.195201543893632
"22",2015-10-10,0.134142628416256
"23",2015-10-11,0.0889477039783977
"24",2015-10-12,0.32751451889885
"25",2015-10-13,0.244172146561688
"26",2015-10-14,0.0783673646583978
"27",2015-10-15,0.264347646719608
"28",2015-10-16,0.314580337765035
"29",2015-10-17,0.295774020401117
"30",2015-10-18,0.361834366014743
"31",2015-10-19,0.317742216232594
"32",2015-10-20,-0.277451870537604
"33",2015-10-21,0.057731789897759
"34",2015-10-22,0.354176488598977
"35",2015-10-23,0.350647766444178
"36",2015-10-24,0.313179006985474
"37",2015-10-25,0.245691495433175
"38",2015-10-26,0.205701034284114
"39",2015-10-27,0.2647259745056
"40",2015-10-28,0.235108743256095
"41",2015-10-29,0.235957226905538
"42",2015-10-31,0.338378920978705
"43",2015-11-01,0.241564583408879
"44",2015-11-02,0.233786596949476
"45",2015-11-03,0.294514800259936
"46",2015-11-04,0.194105645072537
"47",2015-11-05,0.363345513858076
"48",2015-11-06,0.247777454228231
"49",2015-11-07,0.162504661945476
"50",2015-11-08,0.0472112679633089
"51",2015-11-09,0.252566780279865
"52",2015-11-10,-0.0660817818673179
"53",2015-11-11,0.254971726883866
"54",2015-11-12,0.182621006162028
"55",2015-11-13,0.226499250759335
"56",2015-11-14,0.353553390593274
"57",2015-11-15,-0.131143838633545
"58",2015-11-16,0.14136437638827
"59",2015-11-17,0.26779473749335
"60",2015-11-18,0.166851369121144
"61",2015-11-19,0.280538831603326
"62",2015-11-20,0.4378488314348
"63",2015-11-21,0.246473489241989
"64",2015-11-22,0.255431605285486
"65",2015-11-23,0.241290426806629
"66",2015-11-24,0.321777148418956
