"","id","author","date","stars","review_format","word_count","sd","ave_sentiment"
"35",35,"MarioLegend","26-Jan-19",5,"Format: Prime VideoVerified Purchase",199,0.203268486909714,0.233989507786074
"36",36,"Cassandra Rodriguez","22-Dec-18",5,"Format: Prime VideoVerified Purchase",79,0.495220626469859,0.0610511499923794
"37",37,"Review","29-Dec-18",4,"Format: Prime VideoVerified Purchase",141,0.447739307409619,-0.122746863992391
"38",38,"T","23-Dec-18",4,"Format: Prime VideoVerified Purchase",154,0.342632268816442,0.295741719658217
"39",39,"Knight","7-Jan-19",5,"Format: Prime VideoVerified Purchase",99,0.377661623889647,0.20370184181925
"40",40,"Fryzilla","30-Jan-19",3,"Format: Prime VideoVerified Purchase",298,0.238204264668794,0.224414037820644
"41",41,"Adin","20-Dec-18",5,"Format: Prime VideoVerified Purchase",113,0.47561429616327,0.0519528790207505
"42",42,"Dustin","18-Dec-18",2,"Format: Prime VideoVerified Purchase",276,0.168672039161883,0.0397454703848195
"43",43,"jason","18-Dec-18",5,"Format: Blu-rayVerified Purchase",103,0.42639994274539,0.24398280957106
"44",44,"Alfred James","1-Jan-19",1,"Format: Prime VideoVerified Purchase",72,0.457970670619092,-0.0926854892889551
"45",45,"Justin Welch","6-Jan-19",2,"Format: Blu-rayVerified Purchase",189,0.349003574952254,-0.0115309468697527
"46",46,"Amazon Customer","22-Dec-18",1,"Format: Prime VideoVerified Purchase",77,0.22640873965958,0.0756180995354427
"47",47,"Daniel K. Worden","11-Dec-18",3,"Format: Prime VideoVerified Purchase",72,0.340444399094235,-0.0643199719483133
"48",48,"LaJay","23-Dec-18",2,"Format: Prime VideoVerified Purchase",255,0.28025870329934,-0.196227522403677
"49",49,"B","22-Dec-18",1,"Format: Prime VideoVerified Purchase",26,0.24164589499733,-0.0712358995212052
"50",50,"RC","20-Mar-19",2,"Format: Blu-rayVerified Purchase",215,0.21916567468644,0.132620329113849
"51",51,"Drew Kosonen","6-Apr-19",1,"Format: Prime VideoVerified Purchase",226,0.244718864626241,-0.0505803282964224
"52",52,"ANTHONY G.","29-Jan-19",5,"Format: Blu-rayVerified Purchase",73,0.607818044216618,0.243542001197713
"53",53,"Matt Blank","2-Jan-19",4,"Format: DVDVerified Purchase",86,0.255730362955315,0.318546754121439
"54",54,"David L Hertzberg","24-Dec-18",1,"Format: Prime VideoVerified Purchase",25,0.386798520211874,0.390594043229387
"55",55,"albionphoto","10-Mar-19",4,"Format: Prime VideoVerified Purchase",203,0.282491268765154,0.154442743013815
"56",56,"Kindle Customer","11-Jan-19",5,"Format: Prime VideoVerified Purchase",91,0.367211686304838,0.332795197918512
"57",57,"EDMark","4-Jan-19",5,"Format: DVDVerified Purchase",91,0.123425173523401,0.270520104215419
"58",58,"ManiacalSpark","19-Jan-19",1,"Format: DVDVerified Purchase",108,0.248250894351885,-0.406812120229386
"59",59,"thephotopeddler","3-Mar-19",4,"Format: Prime VideoVerified Purchase",185,0.323998440100168,0.117367641278239
"60",60,"Mark Vincent Dziadzio","1-Feb-19",5,"Format: Blu-rayVerified Purchase",109,NA,1.24619425578126
"61",61,"Russell S","13-Jan-19",5,"Format: Blu-rayVerified Purchase",107,0.253155675892521,0.176350705966142
"62",62,"Terrell Griffin","26-Feb-19",4,"Format: Prime VideoVerified Purchase",141,0.308348446852101,0.249434759958986
"63",63,"Tyler Baker","7-Feb-19",2,"Format: Blu-rayVerified Purchase",187,0.258626515666869,-0.00657804814985534
"64",64,"Micah","27-Oct-18",2,"Format: DVD",757,0.28581928763816,0.150177634050622
"65",65,"vceofanangl","1-Apr-19",5,"Format: Prime VideoVerified Purchase",102,0.381840824337944,0.213701129500876
"66",66,"N / A","1-Mar-19",3,"Format: Blu-rayVerified Purchase",224,0.298223627772097,0.136428495046552
"67",67,"Robert C. Olander","5-Mar-19",5,"Format: Prime VideoVerified Purchase",136,0.587122867926007,0.114764448298391
"68",68,"w. mycroft","28-Dec-18",3,"Format: Prime VideoVerified Purchase",88,0.241625959057686,-0.0359063158640357
"69",69,"KvotheYSL21","7-Jan-19",5,"Format: Prime VideoVerified Purchase",137,0.310747117851669,0.29275396254386
"70",70,"Jmaynard","8-Feb-19",5,"Format: Blu-rayVerified Purchase",121,0.315640726293797,0.326579887916717
"71",71,"Shawna","18-Dec-18",5,"Format: Prime VideoVerified Purchase",53,0.225372709963926,0.233185385642117
"72",72,"M. E. Guerrero","28-Dec-18",1,"Format: Prime VideoVerified Purchase",264,0.376432652114512,-0.0135603001784391
"73",73,"Troy","11-Dec-18",1,"Format: Prime VideoVerified Purchase",5,0.353553390593274,-0.5
"74",74,"bc","5-Mar-19",4,"Format: Prime VideoVerified Purchase",120,0.169964175583907,0.0238914543762904
"75",75,"Thedudeman777","5-Jan-19",3,"Format: Prime VideoVerified Purchase",38,0.269576379041709,-0.216622288173551
"76",76,"RM","30-Jan-19",2,"Format: Blu-rayVerified Purchase",106,0.593685555771826,0.0498727125683459
"77",77,"B. Daniels","10-Mar-19",3,"Format: Prime VideoVerified Purchase",96,0.390893138920993,-0.0134071818323411
"78",78,"Nick","27-Dec-18",5,"Format: Prime VideoVerified Purchase",71,0.392165572609291,0.198723971026435
"79",79,"H. Thompson","1-Jan-19",1,"Format: Prime VideoVerified Purchase",20,NA,-0.525475974712451
"80",80,"Awesome Possum","13-Mar-19",2,"Format: Blu-rayVerified Purchase",163,0.283833312389601,-0.104788122919197
"81",81,"LoveBoots521","22-Dec-18",1,"Format: Prime VideoVerified Purchase",14,0.318566080917091,-0.150260236072497
"82",82,"AR Diamond","18-Feb-19",5,"Format: Blu-rayVerified Purchase",103,0.20361148430119,0.0573197209804815
"83",83,"jt22","9-Feb-19",3,"Format: Prime VideoVerified Purchase",116,0.291960231349274,0.0296083009832893
"84",84,"singer","13-Jan-19",1,"Format: Prime VideoVerified Purchase",65,0.181151101493049,-0.0889449450516072
"85",85,"Asage","25-Feb-19",5,"Format: Prime VideoVerified Purchase",93,0.284187367919367,0.525126143387459
"86",86,"Cheryl3D","9-Feb-19",5,"Format: Prime VideoVerified Purchase",54,0.416255695101645,0.272939628377974
"87",87,"FBW","19-Feb-19",5,"Format: Prime VideoVerified Purchase",93,0.122769929344119,0.417705421772323
"88",88,"Tommy Jordan","15-Jan-19",5,"Format: Prime VideoVerified Purchase",58,0.362824863095641,0.147281176309482
"89",89,"Brandon Petkus","30-Dec-18",3,"Format: Prime VideoVerified Purchase",67,0.302329395692241,-0.0840676901644553
"90",90,"Hillary","11-Mar-19",1,"Format: Prime VideoVerified Purchase",54,0.177460588892721,-0.117650888318787
"91",91,"Amazon Customer","24-Feb-19",1,"Format: Prime VideoVerified Purchase",94,0.470021108321255,-0.111455282440101
"92",92,"Walt","18-Jan-19",2,"Format: Prime VideoVerified Purchase",67,0.34168136488557,0.151725368051092
"93",93,"poony2","13-Jan-19",1,"Format: Prime VideoVerified Purchase",101,0.239044066087499,0.00182527552646939
"94",94,"Johnny in Texas","12-Jan-19",4,"Format: Prime VideoVerified Purchase",45,0.247690965649746,0.136907929590359
"95",95,"Infinity8","23-Dec-18",3,"Format: Prime VideoVerified Purchase",78,0.240997958837394,-0.128516865007408
"96",96,"michael","23-Dec-18",1,"Format: Blu-rayVerified Purchase",57,0.222409745352101,-0.188084627292871
"97",97,"Sean","18-Dec-18",2,"Format: Prime VideoVerified Purchase",83,0.27948438834961,0.0916179380203501
"98",98,"Curtis","16-Dec-18",4,"Format: Prime VideoVerified Purchase",75,0.174884093786088,0.255142901321608
"99",99,"Helen LaDow","13-Apr-19",5,"Format: Blu-rayVerified Purchase",46,0.0819661030181434,0.0601461610419116
"100",100,"Crunchy moma with 3 boys","8-Jan-19",5,"Format: Prime VideoVerified Purchase",72,0.255848182626366,0.168869175242728
"101",101,"Gene Bates","31-Jan-19",4,"Format: Prime VideoVerified Purchase",77,0.356469702152635,0.0903617769080543
"102",102,"History Buff","4-Jan-19",5,"Format: Blu-rayVerified Purchase",83,0.369075056552058,0.211343007579195
"103",103,"Meagan","7-Mar-19",4,"Format: Prime VideoVerified Purchase",65,0.385781758223806,0.0882632571790707
"104",104,"TDogz07","27-Dec-18",3,"Format: Blu-rayVerified Purchase",45,NA,-0.0670820393249937
"105",105,"MIKE ROPER","22-Feb-19",4,"Format: Prime VideoVerified Purchase",43,0.0268449363089982,0.358982236504614
"106",106,"Jonathan Passow","17-Oct-18",3,"Format: Blu-ray",86,0.391773551059078,-0.140905234981939
"107",107,"Joseph Goldfarb","3-Jan-19",4,"Format: Prime VideoVerified Purchase",106,0.349778314302081,0.353179808237179
"108",108,"Eric L. Gibson","10-Feb-19",3,"Format: Prime VideoVerified Purchase",101,0.296393275780459,0.223916635179346
"109",109,"Hannah","20-Jan-19",5,"Format: Blu-rayVerified Purchase",106,0.48638276435818,0.234196843406891
"110",110,"C. Maria Wall","6-Apr-19",5,"Format: Prime VideoVerified Purchase",76,0.19340423889289,0.325854570557334
"111",111,"Blizofoz45","10-Feb-19",4,"Format: Prime VideoVerified Purchase",68,0.184278317849608,0.142246827042364
"112",112,"Vaguely Confused","22-Dec-18",5,"Format: Prime VideoVerified Purchase",14,NA,1.09577109184094
"113",113,"Kathy Kohout","7-Jan-19",4,"Format: Blu-rayVerified Purchase",68,0.172432339121821,0.321576325650803
"114",114,"John Black","5-Jan-19",5,"Format: Prime VideoVerified Purchase",69,0.081634832364659,0.282385410357019
"115",115,"Mitchell Strasner","12-Dec-18",2,"Format: Prime VideoVerified Purchase",42,0.526782568815642,-0.144590223339227
"116",116,"O. Sanders","24-Dec-18",5,"Format: Prime VideoVerified Purchase",42,0.227932270248575,-0.0702368438727193
"117",117,"Thomas L Moore","23-Dec-18",1,"Format: Prime VideoVerified Purchase",13,1.40348579275809,-0.550472583116631
"118",118,"Jesse Wentz","16-Mar-19",2,"Format: Prime VideoVerified Purchase",64,0.148873573802314,-0.0644723960778884
"119",119,"Ryan J. Brown","22-Dec-18",4,"Format: Prime VideoVerified Purchase",38,0.190735113318595,0.130978516234603
"120",120,"Anthony Evans","13-Jan-19",5,"Format: Prime VideoVerified Purchase",61,0.0760146422938034,0.0932789397875229
"121",121,"Deegs4444","2-Jan-19",1,"Format: Prime VideoVerified Purchase",34,0.1937265099318,-0.284513235357505
"122",122,"orion1113","2-Apr-19",4,"Format: Prime VideoVerified Purchase",50,0.224374861683234,0.253843065564905
"123",123,"joshua erickson","17-Dec-18",2,"Format: Prime VideoVerified Purchase",81,0.354023392546744,0.0213410926206399
"124",124,"J. Lynne","4-Mar-19",4,"Format: Prime VideoVerified Purchase",56,0.0937555144466514,0.341133720111723
"125",125,"Stephen L.","13-Jan-19",2,"Format: Blu-rayVerified Purchase",42,0.204600920543073,-0.224152009034912
"126",126,"Josh Kaiser","14-Feb-19",3,"Format: Prime VideoVerified Purchase",60,0.449595052760027,-0.172109754229776
"127",127,"br. mak","4-Jan-19",4,"Format: Prime VideoVerified Purchase",56,0.181728995731197,0.0513245939966512
"128",128,"Lindsay","28-Jan-19",5,"Format: Prime VideoVerified Purchase",62,0.268389631238421,0.320463094287272
"129",129,"Sandra Margarita Damiron","10-Jan-19",5,"Format: Prime VideoVerified Purchase",136,0.188814257266024,0.147018320342145
"130",130,"Ginger Marshall","10-Jan-19",5,"Format: Blu-rayVerified Purchase",30,0.260462308288421,0.298680212960318
"131",131,"Sophi","23-Dec-18",3,"Format: Prime VideoVerified Purchase",58,0.140764993626667,0.125722972119006
"132",132,"Tim Schrieber","24-Dec-18",1,"Format: Prime VideoVerified Purchase",46,0.121562812722908,-0.213289032107901
"133",133,"C. McNeil","10-Apr-19",5,"Format: Prime VideoVerified Purchase",58,0.311446200534761,0.360971361674214
"134",134,"Tcrow","24-Dec-18",5,"Format: Prime VideoVerified Purchase",65,0.109369993056929,0.301436140139129
"135",135,"Calileah","6-Feb-19",1,"Format: Prime VideoVerified Purchase",57,0.172342821619503,0.0806798244819804
"136",136,"Caleb","3-Jan-19",2,"Format: Prime VideoVerified Purchase",32,0.153093108923949,0.118144556035541
"137",137,"Dinah","17-Mar-19",5,"Format: Prime VideoVerified Purchase",50,0.140084202707931,0.490746942418162
"138",138,"Galven","15-Dec-18",5,"Format: Prime VideoVerified Purchase",70,0.199752174931233,0.26489292328292
"139",139,"N","23-Dec-18",1,"Format: Prime VideoVerified Purchase",1,NA,-0.75
"140",140,"Sergio Vancari","21-Dec-18",5,"Format: Blu-rayVerified Purchase",65,NA,0.279078152825719
"141",141,"Daniel","28-Jan-19",5,"Format: Prime VideoVerified Purchase",65,0.259619890264765,0.210196031053359
"142",142,"Leo Devin","5-Feb-19",5,"Format: Blu-rayVerified Purchase",59,0.236656475877828,0.333505185576576
"143",143,"Jonathan Hall","19-Mar-19",4,"Format: Prime VideoVerified Purchase",47,0.36702168676641,0.252385860544165
"144",144,"Camacho","6-Feb-19",2,"Format: Prime VideoVerified Purchase",58,0.108466910156374,0.165640380384207
"145",145,"Warren Roark","5-Mar-19",5,"Format: Blu-rayVerified Purchase",53,0.490823622507781,0.421883777491353
"146",146,"BMDavis","7-Jan-19",5,"Format: Prime VideoVerified Purchase",59,0.0944373644163413,0.30209090802547
"147",147,"Erin W.","6-Jan-19",3,"Format: Prime VideoVerified Purchase",51,0.69380121677576,0.20447720354005
"148",148,"Guy in Ohio","3-Jan-19",1,"Format: Prime VideoVerified Purchase",23,0.20136866091246,-0.153678332343834
"149",149,"Amazon Customer","5-Apr-19",3,"Format: Prime VideoVerified Purchase",51,0.212704257417388,0.136255396516231
"150",150,"Hawk","8-Jan-19",3,"Format: Blu-rayVerified Purchase",53,0.0657800961779204,0.313774793986935
"151",151,"Shelby Ostendorf","1-Feb-19",4,"Format: Prime VideoVerified Purchase",42,0.276101517486883,0.325438758752491
"152",152,"Brian Grubba","3-Mar-19",2,"Format: Prime VideoVerified Purchase",49,0.265231473541699,-0.189653826186897
"153",153,"Chris donahue","26-Jan-19",3,"Format: Prime VideoVerified Purchase",55,0.2709816584706,-0.195989015434216
"154",154,"M&J","8-Mar-19",5,"Format: Prime VideoVerified Purchase",43,0.174234918457222,0.269252720224822
"155",155,"Darryll Wolf","20-Dec-18",1,"Format: Prime VideoVerified Purchase",29,1.16706242334511,-0.447554452520453
"156",156,"Chad Ulrich","22-Apr-19",5,"Format: Blu-rayVerified Purchase",46,0.547335448887498,0.0760137548171187
"157",157,"Jahoo","20-Dec-18",2,"Format: Prime VideoVerified Purchase",23,0.417830877328274,0.491917358368101
"158",158,"Amazon Customer","15-Apr-19",5,"Format: Prime VideoVerified Purchase",45,0.239074433416155,0.224728941570382
"159",159,"danautotech","1-Mar-19",5,"Format: Prime VideoVerified Purchase",43,0.159352851960363,0.361857356030094
"160",160,"Jeff and Amanda","1-Mar-19",5,"Format: Blu-rayVerified Purchase",46,0.216944870208537,0.07143880301551
"161",161,"S and K Reviews","3-Mar-19",4,"Format: Prime VideoVerified Purchase",44,0.214824975800427,0.405087039574024
"162",162,"Cheryl Senyk","24-Jan-19",5,"Format: Blu-rayVerified Purchase",38,0.460395735112412,0.324434735813169
"163",163,"Golden Rj","3-Jan-19",5,"Format: Prime VideoVerified Purchase",21,0.286340450336995,0.157832792092763
"164",164,"Amazon Customer","21-Feb-19",4,"Format: Prime VideoVerified Purchase",41,0.660669962932403,-0.0147972496786991
"165",165,"snowbird567","25-Dec-18",2,"Format: Prime VideoVerified Purchase",43,0.247407923467367,0.339000307413784
"166",166,"Sunshine","29-Dec-18",1,"Format: Prime VideoVerified Purchase",16,0.294174202707276,-0.227019235681114
"167",167,"John IV","27-Dec-18",4,"Format: Blu-rayVerified Purchase",44,0.671373848804305,0.537594856910207
"168",168,"S. Bass","17-Feb-19",5,"Format: Blu-rayVerified Purchase",18,NA,0.212132034355964
"169",169,"Jillian B.","17-Dec-18",5,"Format: Prime VideoVerified Purchase",41,0.173193202363045,0.460882836075317
"170",170,"Erwin","4-Jan-19",1,"Format: Prime VideoVerified Purchase",20,NA,-0.0559016994374947
"171",171,"Anonymous Me","9-Mar-19",5,"Format: Prime VideoVerified Purchase",41,0.157487720882858,0.699335367597217
"172",172,"DAP","14-Mar-19",4,"Format: Prime VideoVerified Purchase",39,0.292496226414134,0.51767118132922
"173",173,"Fromdefo1","7-Jan-19",5,"Format: Prime VideoVerified Purchase",45,0.240208167021633,0.340682442379442
"174",174,"Cymone Johnson","17-Mar-19",1,"Format: Prime VideoVerified Purchase",90,0.423113315268381,0.088363071216491
"175",175,"Ryan","16-Jan-19",5,"Format: Prime VideoVerified Purchase",39,0.259047422910353,0.591422479852673
"176",176,"Flowers","24-Jan-19",5,"Format: Prime VideoVerified Purchase",59,0.426050207973467,0.137963674998432
"177",177,"Sheri V.","31-Jan-19",5,"Format: Prime VideoVerified Purchase",45,NA,0.0670820393249937
"178",178,"Smarah","9-Mar-19",4,"Format: Prime VideoVerified Purchase",47,0.0730349541876509,0.276035017473199
"179",179,"moviefan","13-Dec-18",4,"Format: Prime VideoVerified Purchase",46,0.492853814462557,0.191963904243957
"180",180,"German","13-Jan-19",5,"Format: Blu-rayVerified Purchase",42,0.131187689753545,0.171445830531233
"181",181,"Amy","11-Jan-19",5,"Format: Prime VideoVerified Purchase",39,0.124680867578627,0.262024410074357
"182",182,"Calvin","25-Feb-19",5,"Format: Prime VideoVerified Purchase",40,0.235659496945707,0.182470206160312
"183",183,"todd bussard","2-Jan-19",1,"Format: Prime VideoVerified Purchase",1,NA,-0.75
"184",184,"Otis","3-Apr-19",5,"Format: Prime VideoVerified Purchase",39,0.188359797328213,0.328164513566073
"185",185,"Kaini","16-Dec-18",5,"Format: Prime VideoVerified Purchase",14,0.0524213570426089,0.917526657558009
"186",186,"Amazon Customer","23-Jan-19",4,"Format: Prime VideoVerified Purchase",41,0.456555222985197,0.248632698794744
"187",187," Oscar Carrillo ","21-Dec-18",5,"Format: Blu-rayVerified Purchase",51,NA,0.0490098029409803
"188",188,"RobG","18-Jan-19",4,"Format: Prime VideoVerified Purchase",13,NA,0.416025147168922
"189",189,"Sarah L Klein","29-Dec-18",1,"Format: Prime VideoVerified Purchase",5,NA,-0.0670820393249937
"190",190,"Vampire Enthusiast","8-Feb-19",5,"Format: Prime VideoVerified Purchase",37,0.181296024120821,0.195780232032764
"191",191,"Cousin Larry","3-Jan-19",2,"Format: Prime VideoVerified Purchase",36,0.238155967271183,0.0565983005625053
"192",192,"Adan Miguel Chacon","11-Jan-19",5,"Format: Blu-rayVerified Purchase",13,NA,0.360555127546399
"193",193,"AnitaTension","13-Jan-19",5,"Format: Blu-rayVerified Purchase",40,0.410955900042681,0.251067037512152
"194",194,"Mike rasmussen","23-Dec-18",5,"Format: Prime VideoVerified Purchase",63,0.186253966099025,0.137241541280696
"195",195,"R. Chapman","29-Jan-19",3,"Format: Prime VideoVerified Purchase",42,0.23538693142732,-0.264237071590752
"196",196,"Michael Milligan","5-Feb-19",5,"Format: Blu-rayVerified Purchase",38,0.390721183810477,0.301526183114495
"197",197,"Petrus","15-Mar-19",5,"Format: Prime VideoVerified Purchase",35,0.0928599129598559,0.213029894045764
"198",198,"Christopher H.","6-Jan-19",3,"Format: Prime VideoVerified Purchase",38,NA,-0.328498377789794
"199",199,"Todd","7-Jan-19",4,"Format: Prime VideoVerified Purchase",54,0.15927022834629,0.390022316494545
"200",200,"Russell J. Johnson","5-Jan-19",4,"Format: Prime VideoVerified Purchase",39,0.463360033800242,0.019261795161588
"201",201,"Jon Chiri","19-Dec-18",1,"Format: Prime VideoVerified Purchase",35,0.351745596068961,-0.338444616198512
"202",202,"Amazon Customer","28-Dec-18",2,"Format: Prime VideoVerified Purchase",45,0.246334244982201,-0.0999305007535896
"203",203,"Amy Stepnick","5-Jan-19",2,"Format: Prime VideoVerified Purchase",14,0.364024682498639,-0.0312708130807451
"204",204,"Bunko Artist","15-Jan-19",1,"Format: Prime VideoVerified Purchase",10,0.6963919375673,0.242423461417477
"205",205,"Inder","4-Jan-19",1,"Format: Prime VideoVerified Purchase",30,0.0870790811898598,-0.0327066953493625
"206",206,"Dan","12-Mar-19",1,"Format: Blu-rayVerified Purchase",29,0.168980956078991,-0.223201720215062
"207",207,"Amazon Customer","31-Dec-18",1,"Format: Prime VideoVerified Purchase",43,0.524493464081335,-0.0482951971593768
"208",208,"Catrina","28-Dec-18",5,"Format: DVDVerified Purchase",45,0.193734263651416,0.30387023286404
"209",209,"David_Jr","7-Feb-19",5,"Format: Blu-rayVerified Purchase",37,0.188055683145314,0.273345968623501
"210",210,"Anita","11-Apr-19",5,"Format: Prime VideoVerified Purchase",34,0.522964390252551,0.442253833222896
"211",211,"Frank  Mottis","21-Feb-19",4,"Format: DVDVerified Purchase",35,0.118087901017767,0.0261776162975972
"212",212,"Skjoldr Draugsson","26-Dec-18",5,"Format: Blu-rayVerified Purchase",10,0.578791845139511,0.524234990789761
"213",213,"Nathan Wolf","14-Jan-19",3,"Format: Prime VideoVerified Purchase",38,0.144437327500059,-0.181189555235963
"214",214,"Nicolaas T. Rusticus","9-Jan-19",5,"Format: DVDVerified Purchase",14,NA,0.200445931434318
"215",215,"Dragonfly","23-Feb-19",5,"Format: DVDVerified Purchase",31,0.499847964460936,0.362350552383674
"216",216,"Rachel Bailey","16-Mar-19",5,"Format: Prime VideoVerified Purchase",37,0.247103143414036,0.284593001911196
"217",217,"Win","8-Mar-19",1,"Format: Prime VideoVerified Purchase",34,0.0918618803567757,0.104136162479298
"218",218,"kurt france","23-Feb-19",1,"Format: Prime VideoVerified Purchase",78,0.236068234541954,-0.0771440981365999
"219",219,"Shark Likes","6-Jan-19",2,"Format: Prime VideoVerified Purchase",12,NA,-0.173205080756888
"220",220,"DeCourtlanne","20-Dec-18",1,"Format: Prime VideoVerified Purchase",11,0.203387476253825,-0.591030259167456
"221",221,"Chris Salas","22-Dec-18",5,"Format: Prime VideoVerified Purchase",10,NA,0.901249133147988
"222",222,"S. Scallon","22-Dec-18",5,"Format: Prime VideoVerified Purchase",66,0.257927553001241,0.298290882915611
"223",223,"Plotfather","12-Jan-19",1,"Format: Prime VideoVerified Purchase",33,0.232929683337353,-0.0874055677765565
"224",224,"ALZ","19-Dec-18",2,"Format: Blu-rayVerified Purchase",44,NA,-0.593600459637472
"225",225,"ItsRoni","29-Mar-19",5,"Format: Prime VideoVerified Purchase",37,0.30605260068068,0.429215736521564
"226",226,"Kelly","7-Jan-19",5,"Format: DVDVerified Purchase",8,NA,0.441941738241592
"227",227,"K. Grimes","23-Dec-18",5,"Format: Prime VideoVerified Purchase",30,0.240879353041817,0.214750007127343
"228",228,"Srogers2750","1-Apr-19",5,"Format: Prime VideoVerified Purchase",41,0.576731732408934,0.137577611996779
"229",229,"Michael Carnell","6-Jan-19",5,"Format: Prime VideoVerified Purchase",35,0.142331188238828,0.277688620709444
"230",230,"Raa","26-Dec-18",5,"Format: Prime VideoVerified Purchase",7,NA,0.28347335475692
"231",231,"JD","27-Dec-18",4,"Format: Prime VideoVerified Purchase",35,0.254307239422631,0.528686690209027
"232",232,"melissa palmer","15-Mar-19",2,"Format: Prime VideoVerified Purchase",46,0.156794251067487,-0.108292466674004
"233",233,"J Katt","26-Dec-18",5,"Format: Blu-rayVerified Purchase",7,0.0128291754873715,0.344481793609121
"234",234,"Amazon Customer","26-Dec-18",5,"Format: Prime VideoVerified Purchase",11,0.216624145231932,0.135498732532575
"235",235,"Oscar Sanchez Mendoza","28-Dec-18",2,"Format: Prime VideoVerified Purchase",36,0.479611650389268,-0.3266955614461
"236",236,"Godryc","1-Jan-19",3,"Format: Prime VideoVerified Purchase",30,0.621287768248941,0.193137041088096
"237",237,"Shannon Asencio","15-Jan-19",5,"Format: Prime VideoVerified Purchase",34,0.134585406333528,0.161981563945291
