"","X1","X2","word","col","term_count","doc_count","count","avg_sentiment","sum_sentiment","sd_sentiment"
"1",-3.26425419780187,-1.15368559935832,"slow","#FF00FFFF",20,20,10,0.277450003356577,2.77450003356577,0.287321541947972
"2",3.91045174662724,2.07457385040878,"condition","#004EFFFF",20,20,16,0.448765379697828,7.18024607516525,0.185260286785143
"3",-1.1983575558019,0.568897581537855,"giving","#00D7FFFF",20,20,6,0.0652305773371889,0.391383464023133,0.0692988869895255
"4",-2.66883074920841,2.66518947926921,"sad","#00FF9FFF",20,20,6,0.195814100294852,1.17488460176911,0.237691003337376
"5",-2.9467821487179,-0.13110731701327,"plus","#00FFB5FF",20,20,16,0.193858691472768,3.10173906356429,0.290236697145087
"6",-1.04426678628784,0.198966622308776,"purchased","#5300FFFF",20,20,12,0.274887579043061,3.29865094851673,0.229682919208522
"8",-1.33897911699143,3.36897412658176,"reviews","#FF00D7FF",21,20,9,0.0690290248207151,0.621261223386436,0.160392404535799
"9",0.458872047318059,1.69716394649059,"making","#FF00BDFF",21,20,14,0.184183827281832,2.57857358194565,0.158076864133087
"10",1.99353182457811,1.35762950803349,"needed","#0016FFFF",21,20,14,0.121355716554018,1.69898003175626,0.22014440219186
"11",-3.99968841400167,0.179306860462685,"received","#0014FFFF",21,20,3,0.521018385641736,1.56305515692521,0.232442359075515
"12",-2.12110729920203,1.86654332331276,"edge","#00B1FFFF",22,22,6,0.0896914562918039,0.538148737750823,0.115142966104256
"13",-2.55316431992043,0.508881891273354,"live","#00FF78FF",22,20,6,0.198306721151594,1.18984032690956,0.135487323279367
"14",-1.39210791443911,0.556362288103624,"show","#FF0058FF",22,20,27,0.196228392549329,5.29816659883187,0.209091355927866
"15",-2.13545946763037,0.766911089739775,"holes","#00FFC2FF",22,20,3,0.372712342163763,1.11813702649129,0.31641802322495
"16",-3.81754376755296,-1.65051063238062,"coming","#C000FFFF",22,21,15,0.1048513102155,1.5727696532325,0.220715392829797
"17",-3.04297664598359,-2.57581168787409,"packed","#FF00F1FF",22,22,50,0.262614894197132,13.1307447098566,0.234921558513037
"18",0.746482084347267,1.03038439061371,"future","#C900FFFF",22,20,22,0.121113429221816,2.66449544287995,0.152490145606452
"19",-2.57148557648341,-1.15654822463217,"along","#D000FFFF",22,22,21,0.130475073206301,2.73997653733233,0.226705821863644
"20",-2.34946890796746,1.56879621734439,"close","#007EFFFF",22,22,8,0.142885796283223,1.14308637026579,0.176763007288112
"22",-1.52233998495834,0.22500311147841,"money","#001CFFFF",23,21,8,0.110108895296367,0.88087116237094,0.181939172158843
"24",-1.59831582932429,2.98105278159276,"given","#CC00FFFF",23,23,10,0.0857438615657639,0.857438615657639,0.306307149840715
"25",-3.06318169896298,0.155354524643456,"expect","#FF00DCFF",23,22,17,0.159524780524408,2.71192126891493,0.168947881859217
"26",-2.40259207666689,0.936622789428759,"director","#FF009FFF",23,23,6,0.0935924034259821,0.561554420555893,0.0809617668772542
"27",-2.2278118408494,1.53082329687174,"addition","#0F00FFFF",23,22,25,0.223710889146684,5.59277222866709,0.256671478579809
"28",0.00603828843574643,1.3395042713617,"else","#8400FFFF",23,21,11,0.111638760422076,1.22802636464283,0.08871332897272
"30",-1.35427776629767,-3.49253911105656,"saying","#5600FFFF",23,22,4,0.0488444117180695,0.195377646872278,0.232170951888465
"31",-1.84535325543998,0.701999389415223,"read","#9600FFFF",24,22,8,0.0784092879946297,0.627274303957038,0.141932057637647
"32",-0.6410597963926,4.06670505618583,"ok","#FF00ACFF",24,20,32,0.0198126057073182,0.634003382634183,0.150275199953938
"35",3.08667387595228,2.53439656111104,"truly","#B500FFFF",24,20,7,0.232347082198982,1.62642957539287,0.169976358700898
"36",-3.06257330185698,0.960058076279157,"classic","#1C00FFFF",24,24,5,0.389914074952164,1.94957037476082,0.261131280376206
"37",-2.69362943524964,0.304889084494233,"sequel","#E500FFFF",24,23,25,0.22790573448994,5.69764336224849,0.144100248327971
"38",-2.81005031342736,-1.12850994819382,"getting","#CF00FFFF",24,21,16,0.23979336628651,3.83669386058416,0.202311860679258
"39",-2.88529874104302,-0.744872052210415,"mind","#0044FFFF",24,23,11,0.178778310771466,1.96656141848613,0.114872067719949
"40",-0.339610851106762,3.38221264249246,"due","#2C00FFFF",24,21,6,0.0882591908502472,0.529555145101483,0.169695588877296
"41",-1.60614304363293,-0.734541527427122,"evil","#C300FFFF",24,21,16,0.111418047306898,1.78268875691037,0.146971462220374
"42",-1.71057334803408,-3.12725672038258,"kept","#7B00FFFF",24,24,10,0.117490181780739,1.17490181780739,0.102230752733625
"43",-2.86173123152696,2.22486589468251,"solid","#FF00EDFF",24,21,24,0.17558892806065,4.21413427345561,0.201358091736201
"44",-2.38526091668136,0.428605185718747,"follow","#1900FFFF",24,23,21,0.158012591932276,3.3182644305778,0.268825007069723
"45",-0.486880440440697,2.82331786205726,"either","#5100FFFF",24,22,7,0.0308592248844133,0.216014574190893,0.185069281695617
"46",-2.64454091251935,0.519276068575744,"completely","#E800FFFF",24,23,6,0.10265643251445,0.615938595086699,0.22177729485091
"47",-2.79887949274018,0.252735590127576,"finish","#0065FFFF",25,24,5,0.202368285489238,1.01184142744619,0.224096139674554
"48",-1.99490759659939,2.34843413427269,"takes","#C600FFFF",25,23,3,0.224407844662877,0.673223533988631,0.0297225959210705
"49",2.37765294308283,-4.41027324377585,"loves","#FC00FFFF",25,25,12,0.500828110172335,6.00993732206802,0.197613301190994
"51",-4.22505663269258,-0.14722423863531,"item","#3200FFFF",25,21,9,0.349780166252907,3.14802149627616,0.227557969020347
"52",-0.242545975242287,1.61100577857783,"certainly","#0500FFFF",25,24,7,0.246196555418319,1.72337588792823,0.178201390152208
"53",-2.65932184209361,2.89397936919439,"seem","#D900FFFF",26,24,13,0.0500638092696807,0.650829520505849,0.1892988380409
"54",-3.37709246220323,-0.177785705391613,"might","#E100FFFF",26,25,12,0.104594183100675,1.2551301972081,0.263454249059189
