"","date","avg_sent"
"1",2017-06-05,0.0669421326697899
"2",2017-06-15,0.10375372785869
"3",2017-06-17,0.198247453186377
"4",2017-06-19,0.242913784139907
"5",2017-07-30,0.265121522195337
"6",2017-08-29,0.109247458181511
"7",2017-09-02,0.0449150244603092
"8",2017-09-03,0.18448502862997
"9",2017-09-04,0.366689972458405
"10",2017-09-05,0.431313930645751
"11",2017-09-06,0.251339041690814
"12",2017-09-07,0.27232436389361
"13",2017-09-09,0.248482918875745
"14",2017-09-10,0.204834986096125
"15",2017-09-11,0.209568398086831
"16",2017-09-15,0.1612787623775
"17",2017-09-17,0.376968441819945
"18",2017-09-18,0.234312468097297
"19",2017-09-19,0.128786638962369
"20",2017-09-20,0.205293384430524
"21",2017-09-21,0.307023538298897
"22",2017-09-22,0.357631078582709
"23",2017-09-23,0.348356068851058
"24",2017-09-24,0.230952696389002
"25",2017-09-25,0.240507642330294
"26",2017-09-26,0.258351355871882
"27",2017-09-27,0.0307292891625259
"28",2017-09-28,0.476424795118208
"29",2017-09-29,0.203115557545044
"30",2017-09-30,0.422644551028454
"31",2017-10-01,0.292455977059651
"32",2017-10-02,0.319934683969375
"33",2017-10-03,0.208529063801133
"34",2017-10-04,0.588410761961125
"35",2017-10-05,0.185460235073694
"36",2017-10-06,0.354430151452593
"37",2017-10-07,0.26133049622699
"38",2017-10-08,-0.37525
"39",2017-10-09,-0.0523784567189518
"40",2017-10-10,0.144143626368333
"41",2017-10-11,0.411067431601925
"42",2017-10-12,0.393500626394721
"43",2017-10-13,0.246672049248515
"44",2017-10-14,0.183381748901984
"45",2017-10-15,0.122811188908682
"46",2017-10-16,0.200792266305356
"47",2017-10-17,0.202743853291398
"48",2017-10-18,0.194784384793539
"49",2017-10-19,0.3156962269686
"50",2017-10-20,0.361230911757536
"51",2017-10-21,0.375324702512167
"52",2017-10-22,0.325331769851199
"53",2017-10-23,0.261495476424384
"54",2017-10-24,0.376587731123342
"55",2017-10-25,0.373986420781185
"56",2017-10-26,0.252102814538657
"57",2017-10-27,0.327999020620173
"58",2017-10-28,0.353497923335992
"59",2017-10-29,0.328987105462814
"60",2017-10-30,0.283528124050187
"61",2017-10-31,0.408598775667728
"62",2017-11-01,0.342287767171894
"63",2017-11-02,0.403641751277347
"64",2017-11-03,0.331859597645194
"65",2017-11-04,0.139117636154221
"66",2017-11-05,0.476299415927069
