"","X1","X2","word","col","term_count","doc_count","count","avg_sentiment","sum_sentiment","sd_sentiment"
"1",0.547115393068037,0.665361629188267,"2","#FF00DDFF",20,20,53,0.118716799582677,6.29199037788186,0.291169078065099
"2",-2.2636661775981,-0.133686427540062,"put","#FF00DBFF",21,21,16,0.118041576327031,1.8886652212325,0.18305571443939
"3",-0.0462616294214082,-2.46983527951475,"excellent","#FF00D8FF",21,21,32,0.521096581575252,16.6750906104081,0.311634018947936
"4",-0.296367215021118,4.52300390333325,"recommend","#FF00D6FF",21,21,29,0.346518366482399,10.0490326279896,0.201508309989284
"6",-2.81436177405045,-1.06421591542653,"theater","#FF00D0FF",21,20,12,0.272005400201542,3.2640648024185,0.342652436448918
"7",-2.38212859390341,-1.76154207995203,"saw","#FF00CCFF",22,22,33,0.188609410372363,6.22411054228798,0.171850135634926
"8",1.24844464442597,-2.23367670169112,"isnt","#FF00CAFF",22,21,3,0.263108116894151,0.789324350682454,0.303127744431676
"9",-3.31576416209934,-2.70247940651638,"enjoy","#FF00C8FF",22,21,38,0.267737692714859,10.1740323231646,0.281015322505373
"11",-2.40544392350449,-0.993586140198587,"line","#FF00C3FF",22,20,47,0.199163283285403,9.36067431441392,0.293942374839969
"12",-2.77576379544297,0.836299841767412,"wait","#FF00C1FF",23,23,56,0.202477391035763,11.3387338980028,0.201381239043001
"13",-3.03380560972997,-1.73272200874883,"need","#FF00BFFF",23,20,22,0.0838046758180748,1.84370286799764,0.12371299338991
"14",-1.88642035281304,1.12996213880317,"nothing","#FF00BEFF",23,23,45,0.0427439612972372,1.92347825837567,0.169587895326807
"15",-3.03154069951028,-1.09809793144095,"entire","#FF00BCFF",23,20,14,0.151848693061433,2.12588170286007,0.174018334888921
"16",-1.62379369261195,-1.37778483708981,"humor","#FF00BAFF",23,22,76,0.290443136053516,22.0736783400672,0.281686495692162
"17",2.46251206329136,-0.658552861944707,"give","#FF00B8FF",23,22,30,0.119219822492567,3.57659467477702,0.238368849968393
"18",0.242833839114472,-1.98039252211576,"visually","#FF00B7FF",23,23,5,0.0458554227957186,0.229277113978593,0.26946443520056
"19",0.0047527828003846,-2.19914024189027,"family","#FF00B6FF",23,20,27,0.317425672287032,8.57049315174987,0.234200220149707
"20",-3.9243428713195,-1.50199364702382,"digital","#FF00B5FF",23,20,7,0.0970743327807504,0.679520329465253,0.134307533481491
"21",-3.46302772582173,0.675110756687145,"dvd","#FF00B4FF",24,22,20,0.147860988811422,2.95721977622845,0.217124008413596
"23",-2.64130653381387,-0.610091377448159,"overall","#FF00B2FF",24,21,43,0.216358408218613,9.30341155340035,0.238389535878717
"24",-1.2099229221972,-0.142467915552659,"perfect","#FF00B1FF",24,22,33,0.373320870623491,12.3195887305752,0.231907917129329
"25",-1.46239683598432,-0.519157303591963,"visuals","#FF00B1FF",24,23,7,0.112804864425236,0.789634050976651,0.21275332377891
"26",-1.86562831706318,-0.593919123835368,"dialogue","#FF00AFFF",24,22,24,0.0526019857660537,1.26244765838529,0.172933244844026
"27",2.46397765613254,0.321266835595042,"us","#FF00AEFF",24,23,17,0.1563980116105,2.65876619737851,0.225756815003424
"28",0.420958121503806,-1.90484547121344,"writing","#FF00ADFF",24,20,17,-0.0124068613368881,-0.210916642727097,0.151602734779272
"29",-0.246322479762041,-1.52107424361748,"beautiful","#FF00ABFF",24,21,3,0.257437945596293,0.77231383678888,0.14127015465321
"30",4.17315247893183,1.15352624385647,"favorite","#FF00AAFF",24,23,37,0.270481568738114,10.0078180433102,0.247759676579377
"32",-3.00729356430818,0.607925310263985,"trying","#FF00A8FF",25,23,22,0.116875524697194,2.57126154333827,0.211032545811556
"33",-1.6415954088523,-1.34493184716991,"since","#FF00A7FF",25,23,36,0.0986659007656576,3.55197242756367,0.226023845556581
"34",0.885877514103721,-2.9638542171537,"amazon","#FF00A6FF",25,20,20,0.162798956657936,3.25597913315872,0.322471138384248
"35",3.53775048632848,0.966139845015145,"makes","#FF00A5FF",25,20,30,0.167730049116123,5.0319014734837,0.170049835094274
"36",2.18968074071627,0.830444245230694,"new","#FF00A2FF",25,24,44,0.248897456517825,10.9514880867843,0.278718251775438
"38",-0.329100909146736,-0.256689396254685,"james","#FF00A0FF",25,22,2,0.255901947881176,0.511803895762351,0.296387124660457
"39",-1.95408736115431,1.28319619582739,"thats","#FF009EFF",26,22,2,-0.076555680589163,-0.153111361178326,0
"40",-4.00765277290351,0.207897270468978,"definitely","#FF009DFF",26,24,39,0.219585692602992,8.5638420115167,0.182014139017549
"41",0.969217424599918,-0.866036903750408,"something","#FF009CFF",26,24,46,0.11229225884143,5.1654439067058,0.183252527889307
"42",-1.80792110879268,-0.259244406089873,"fantastic","#FF009BFF",26,22,35,0.384445196940196,13.4555818929069,0.283913991306068
"43",-2.15986555397274,-1.40119210768326,"let","#FF009AFF",27,24,20,0.107664027706379,2.15328055412759,0.147146758323766
