"","X1","X2","word","col","term_count","doc_count","count","avg_sentiment","sum_sentiment","sd_sentiment"
"1",-3.26425419780187,-1.15368559935832,"slow","#FF00FFFF",20,20,4,0.201135202792037,0.804540811168149,0.154344813765674
"2",3.91045174662724,2.07457385040878,"condition","#004EFFFF",20,20,19,0.354946093909591,6.74397578428223,0.323215573510886
"3",-1.1983575558019,0.568897581537855,"giving","#00D7FFFF",20,20,12,0.110467993468812,1.32561592162574,0.183607930087988
"4",-2.66883074920841,2.66518947926921,"sad","#00FF9FFF",20,20,12,0.020563167241072,0.246758006892864,0.164224964373705
"5",-2.9467821487179,-0.13110731701327,"plus","#00FFB5FF",20,20,11,0.313262921817267,3.44589213998994,0.213307677508635
"6",-1.04426678628784,0.198966622308776,"purchased","#5300FFFF",20,20,13,0.180293960639298,2.34382148831087,0.152191636575293
"8",-1.33897911699143,3.36897412658176,"reviews","#FF00D7FF",21,20,18,0.0996867383468003,1.7943612902424,0.161801395754451
"9",0.458872047318059,1.69716394649059,"making","#FF00BDFF",21,20,22,0.101521932776709,2.2334825210876,0.178349361588737
"10",1.99353182457811,1.35762950803349,"needed","#0016FFFF",21,20,15,0.173123738976776,2.59685608465165,0.199519681768836
"11",-3.99968841400167,0.179306860462685,"received","#0014FFFF",21,20,8,0.356133650295658,2.84906920236526,0.295639440558882
"12",-2.12110729920203,1.86654332331276,"edge","#00B1FFFF",22,22,3,0.03064848038955,0.0919454411686499,0.158606354736997
"13",-2.55316431992043,0.508881891273354,"live","#00FF78FF",22,20,9,0.0686637090663916,0.617973381597524,0.186025555872537
"14",-1.39210791443911,0.556362288103624,"show","#FF0058FF",22,20,21,0.133437695163239,2.80219159842802,0.254194046667669
"15",-2.13545946763037,0.766911089739775,"holes","#00FFC2FF",22,20,3,0.026133971846435,0.078401915539305,0.17126991561252
"16",-3.81754376755296,-1.65051063238062,"coming","#C000FFFF",22,21,15,0.119021444842138,1.78532167263207,0.162531209988043
"17",-3.04297664598359,-2.57581168787409,"packed","#FF00F1FF",22,22,35,0.291218056480283,10.1926319768099,0.378632901589444
"18",0.746482084347267,1.03038439061371,"future","#C900FFFF",22,20,13,0.086364965795385,1.12274455534001,0.148486946879822
"19",-2.57148557648341,-1.15654822463217,"along","#D000FFFF",22,22,38,0.215431319395621,8.18639013703359,0.27512504203103
"20",-2.34946890796746,1.56879621734439,"close","#007EFFFF",22,22,10,0.15740895235345,1.5740895235345,0.123454421381711
