"","X1","X2","word","col","term_count","doc_count","count","avg_sentiment","sum_sentiment","sd_sentiment"
"1",-3.26425419780187,-1.15368559935832,"slow","#FF00FFFF",20,20,10,0.277450003356577,2.77450003356577,0.287321541947972
"2",3.91045174662724,2.07457385040878,"condition","#004EFFFF",20,20,16,0.448765379697828,7.18024607516525,0.185260286785143
"3",-1.1983575558019,0.568897581537855,"giving","#00D7FFFF",20,20,6,0.0656370890554647,0.393822534332788,0.0692266408061242
"4",-2.66883074920841,2.66518947926921,"sad","#00FF9FFF",20,20,6,0.189717369906867,1.1383042194412,0.240185960050637
"5",-2.9467821487179,-0.13110731701327,"plus","#00FFB5FF",20,20,16,0.191572417577274,3.06515868123638,0.290920131764215
"6",-1.04426678628784,0.198966622308776,"purchased","#5300FFFF",20,20,12,0.274887579043061,3.29865094851673,0.229682919208522
"8",-1.33897911699143,3.36897412658176,"reviews","#FF00D7FF",21,20,9,0.0706593933637533,0.63593454027378,0.159451521497988
"9",0.458872047318059,1.69716394649059,"making","#FF00BDFF",21,20,14,0.184016664727682,2.57623330618755,0.158029865747546
"10",1.99353182457811,1.35762950803349,"needed","#0016FFFF",21,20,14,0.122927139350138,1.72097995090193,0.218726476637366
"11",-3.99968841400167,0.179306860462685,"received","#0014FFFF",21,20,3,0.521018385641736,1.56305515692521,0.232442359075515
"12",-2.12110729920203,1.86654332331276,"edge","#00B1FFFF",22,22,6,0.0896914562918039,0.538148737750823,0.115142966104256
"13",-2.55316431992043,0.508881891273354,"live","#00FF78FF",22,20,6,0.198928876842284,1.19357326105371,0.135038540686283
"14",-1.39210791443911,0.556362288103624,"show","#FF0058FF",22,20,27,0.194077475628118,5.2400918419592,0.209491866585545
"15",-2.13545946763037,0.766911089739775,"holes","#00FFC2FF",22,20,3,0.372712342163763,1.11813702649129,0.31641802322495
"16",-3.81754376755296,-1.65051063238062,"coming","#C000FFFF",22,21,15,0.104632355927229,1.56948533890843,0.219721184285339
"17",-3.04297664598359,-2.57581168787409,"packed","#FF00F1FF",22,22,50,0.261987607079129,13.0993803539565,0.23550382088329
"18",0.746482084347267,1.03038439061371,"future","#C900FFFF",22,20,22,0.123587624406183,2.71892773693602,0.149957842527996
"19",-2.57148557648341,-1.15654822463217,"along","#D000FFFF",22,22,21,0.130370409052605,2.7377785901047,0.226746017826009
"20",-2.34946890796746,1.56879621734439,"close","#007EFFFF",22,22,8,0.14604896788579,1.16839174308632,0.175468290564927
"22",-1.52233998495834,0.22500311147841,"money","#001CFFFF",23,21,8,0.110261337190721,0.882090697525767,0.181886489399845
"24",-1.59831582932429,2.98105278159276,"given","#CC00FFFF",23,23,10,0.0861011502848108,0.861011502848108,0.306377405280786
"25",-3.06318169896298,0.155354524643456,"expect","#FF00DCFF",23,22,17,0.158353225385618,2.6920048315555,0.17297581364565
"26",-2.40259207666689,0.936622789428759,"director","#FF009FFF",23,23,6,0.0932260788880445,0.559356473328267,0.0812106762707847
"27",-2.2278118408494,1.53082329687174,"addition","#0F00FFFF",23,22,25,0.223525359878327,5.58813399695818,0.2566631740237
"28",0.00603828843574643,1.3395042713617,"else","#8400FFFF",23,21,11,0.111638760422076,1.22802636464283,0.08871332897272
"30",-1.35427776629767,-3.49253911105656,"saying","#5600FFFF",23,22,4,0.048294924911163,0.193179699644652,0.232174341027822
"31",-1.84535325543998,0.701999389415223,"read","#9600FFFF",24,22,8,0.0788419217236038,0.63073537378883,0.141429876090813
"32",-0.6410597963926,4.06670505618583,"ok","#FF00ACFF",24,20,32,0.0198126057073182,0.634003382634183,0.150275199953938
"35",3.08667387595228,2.53439656111104,"truly","#B500FFFF",24,20,7,0.232495629568199,1.62746940697739,0.169787485018637
"36",-3.06257330185698,0.960058076279157,"classic","#1C00FFFF",24,24,5,0.389914074952164,1.94957037476082,0.261131280376206
"37",-2.69362943524964,0.304889084494233,"sequel","#E500FFFF",24,23,25,0.22836987673781,5.70924691844526,0.143734410043124
"38",-2.81005031342736,-1.12850994819382,"getting","#CF00FFFF",24,21,16,0.233228908884611,3.73166254215377,0.193712872149734
"39",-2.88529874104302,-0.744872052210415,"mind","#0044FFFF",24,23,11,0.180620009056235,1.98682009961859,0.11596704050565
"40",-0.339610851106762,3.38221264249246,"due","#2C00FFFF",24,21,6,0.0867397638554775,0.520438583132865,0.170101629439404
"41",-1.60614304363293,-0.734541527427122,"evil","#C300FFFF",24,21,16,0.109553331176495,1.75285329882392,0.145502267006841
"42",-1.71057334803408,-3.12725672038258,"kept","#7B00FFFF",24,24,10,0.116056579740666,1.16056579740666,0.103597127940528
"43",-2.86173123152696,2.22486589468251,"solid","#FF00EDFF",24,21,24,0.177611747823959,4.26268194777502,0.201382038585917
"44",-2.38526091668136,0.428605185718747,"follow","#1900FFFF",24,23,21,0.156562899442077,3.28782088828362,0.270757464935902
"45",-0.486880440440697,2.82331786205726,"either","#5100FFFF",24,22,7,0.0314382802903481,0.220067962032437,0.185700012238355
"46",-2.64454091251935,0.519276068575744,"completely","#E800FFFF",24,23,6,0.102290107976512,0.613740647859073,0.221886240355055
"47",-2.79887949274018,0.252735590127576,"finish","#0065FFFF",25,24,5,0.203323213342032,1.01661606671016,0.222935439057626
"48",-1.99490759659939,2.34843413427269,"takes","#C600FFFF",25,23,3,0.222861767426575,0.668585302279724,0.0288505439115985
"49",2.37765294308283,-4.41027324377585,"loves","#FC00FFFF",25,25,12,0.500828110172335,6.00993732206802,0.197613301190994
"51",-4.22505663269258,-0.14722423863531,"item","#3200FFFF",25,21,9,0.349780166252907,3.14802149627616,0.227557969020347
"52",-0.242545975242287,1.61100577857783,"certainly","#0500FFFF",25,24,7,0.246196555418319,1.72337588792823,0.178201390152208
"53",-2.65932184209361,2.89397936919439,"seem","#D900FFFF",26,24,13,0.0494769138087618,0.643199879513903,0.19035022369852
"54",-3.37709246220323,-0.177785705391613,"might","#E100FFFF",26,25,12,0.104457601222593,1.25349121467111,0.263380829913778
